n,has_partitions,p,q,j,k
3709,True,2,3677,5,1
3719,True,2,3463,8,1
3727,True,2,3719,3,1
3739,False,,,,
3761,True,2,3697,6,1
3767,True,2,3511,8,1
3769,True,2,1721,11,1
3769,True,2,3767,1,1
3769,True,2,3257,9,1
3769,True,2,3761,3,1
3733,True,2,3701,5,1
3733,True,2,3221,9,1
3779,False,,,,
3793,True,2,3761,5,1
3797,True,2,3541,8,1
3797,True,2,3793,2,1
3797,True,2,3733,6,1
3821,True,2,2797,10,1
3823,True,2,3821,1,1
3803,True,2,3739,6,1
3803,True,2,3547,8,1
3833,True,2,3769,6,1
3833,True,2,53,10,2
3847,True,2,3719,7,1
3851,True,2,3847,2,1
3863,True,2,3607,8,1
3863,True,2,3847,4,1
3853,True,2,3851,1,1
3853,True,2,3821,5,1
3881,True,2,2857,10,1
3881,True,2,3877,2,1
3877,False,,,,
3889,True,2,3881,3,1
3889,True,2,3761,7,1
3907,True,2,3779,7,1
3911,True,2,2887,10,1
3911,True,2,3907,2,1
3911,True,2,3847,6,1
3919,True,2,3407,9,1
3919,True,2,3911,3,1
3919,True,2,3917,1,1
3919,True,2,1871,11,1
3917,True,2,3853,6,1
3923,True,2,3919,2,1
3923,True,2,3907,4,1
3931,True,2,3929,1,1
3931,True,2,3803,7,1
3931,True,2,3923,3,1
3929,True,2,3673,8,1
3943,True,2,3911,5,1
3989,True,2,3733,8,1
3947,True,2,3943,2,1
3947,True,2,3691,8,1
3947,True,2,3931,4,1
3967,False,,,,
4001,False,,,,
4003,True,2,4001,1,1
4003,True,2,3491,9,1
4007,True,2,4003,2,1
4007,True,2,3943,6,1
4013,False,,,,
4019,True,2,4003,4,1
4021,True,2,1973,11,1
4021,True,2,3989,5,1
4021,True,2,4019,1,1
4021,True,2,4013,3,1
4027,True,2,4019,3,1
4027,True,2,1979,11,1
4057,True,2,3929,7,1
4057,True,2,4049,3,1
4051,True,2,4019,5,1
4051,True,2,4049,1,1
4051,True,2,3923,7,1
4051,True,2,2003,11,1
4051,True,2,3539,9,1
4049,True,2,3793,8,1
4079,True,2,3823,8,1
4073,True,2,4057,4,1
4073,True,2,3049,10,1
4091,True,2,4027,6,1
4091,True,2,3067,10,1
4099,True,2,3,12,1
4099,True,2,4091,3,1
4093,True,2,4091,1,1
4093,True,2,3581,9,1
4111,True,2,2063,11,1
4111,True,2,4079,5,1
4127,True,2,4111,4,1
4127,True,2,31,12,1
4129,True,2,4127,1,1
4129,True,2,3617,9,1
4129,True,2,2081,11,1
4129,True,2,4001,7,1
4139,True,2,43,12,1
4157,True,2,4153,2,1
4157,True,2,4093,6,1
4157,True,2,61,12,1
4153,False,,,,
4159,True,2,4157,1,1
4159,True,2,2111,11,1
4159,True,2,4127,5,1
4133,True,2,3877,8,1
4133,True,2,4129,2,1
4133,True,2,3109,10,1
4133,True,2,37,12,1
4177,True,2,3,12,4
4177,True,2,2129,11,1
4177,True,2,4049,7,1
4201,True,2,4073,7,1
4201,True,2,2153,11,1
4211,True,2,3187,10,1
4217,True,2,4153,6,1
4217,True,2,4201,4,1
4217,True,2,11,12,2
4219,True,2,4091,7,1
4219,True,2,4211,3,1
4219,True,2,4217,1,1
4229,False,,,,
4241,True,2,3217,10,1
4241,True,2,4177,6,1
4243,True,2,4211,5,1
4243,True,2,4241,1,1
4231,True,2,4229,1,1
4231,True,2,3719,9,1
4253,True,2,3229,10,1
4253,True,2,157,12,1
4259,True,2,163,12,1
4259,True,2,4003,8,1
4259,True,2,4243,4,1
4261,True,2,2213,11,1
4261,True,2,4229,5,1
4261,True,2,4259,1,1
4261,True,2,4133,7,1
4261,True,2,4253,3,1
4273,True,2,4271,1,1
4273,True,2,3761,9,1
4273,True,2,4241,5,1
4283,True,2,3259,10,1
4283,True,2,4027,8,1
4283,True,2,4219,6,1
4271,False,,,,
4289,True,2,193,12,1
4289,True,2,4273,4,1
4297,True,2,4289,3,1
4327,False,,,,
4339,True,2,4337,1,1
4339,True,2,4211,7,1
4339,True,2,3,12,5
4349,True,2,4093,8,1
4357,True,2,2309,11,1
4357,True,2,4229,7,1
4357,True,2,4349,3,1
4363,True,2,3851,9,1
4373,True,2,4357,4,1
4373,True,2,277,12,1
4337,True,2,4273,6,1
4337,True,2,3313,10,1
4337,True,2,241,12,1
4391,True,2,4327,6,1
4421,True,2,4357,6,1
4409,True,2,313,12,1
4409,True,2,4153,8,1
4397,True,2,3373,10,1
4423,True,2,4391,5,1
4423,True,2,3911,9,1
4423,True,2,4421,1,1
4447,True,2,2399,11,1
4441,True,2,2393,11,1
4441,True,2,4409,5,1
4441,True,2,3929,9,1
4451,True,2,4447,2,1
4457,True,2,4201,8,1
4457,True,2,4441,4,1
4457,True,2,3433,10,1
4457,True,2,19,12,2
4463,True,2,4447,4,1
4463,True,2,367,12,1
4481,True,2,3457,10,1
4493,True,2,397,12,1
4493,True,2,3469,10,1
4493,True,2,67,2,2
4507,True,2,2459,11,1
4483,True,2,4481,1,1
4483,True,2,4451,5,1
4513,True,2,4481,5,1
4513,True,2,4001,9,1
4517,True,2,4261,8,1
4517,True,2,4513,2,1
4517,True,2,421,12,1
4519,True,2,4391,7,1
4519,True,2,4517,1,1
4519,True,2,4007,9,1
4547,True,2,4483,6,1
4523,True,2,4519,2,1
4523,True,2,4507,4,1
4523,True,2,3499,10,1
4549,True,2,4421,7,1
4549,True,2,4517,5,1
4549,True,2,4547,1,1
4561,True,2,4049,9,1
4567,False,,,,
4583,True,2,3559,10,1
4583,True,2,4519,6,1
4583,True,2,4567,4,1
4583,True,2,4327,8,1
4583,True,2,487,12,1
4591,True,2,4079,9,1
4591,True,2,4463,7,1
4591,True,2,4583,3,1
4591,True,2,2543,11,1
4603,True,2,4091,9,1
4621,True,2,4493,7,1
4597,True,2,2549,11,1
4637,True,2,3613,10,1
4637,True,2,4621,4,1
4637,True,2,541,12,1
4639,True,2,4637,1,1
4639,True,2,2591,11,1
4639,True,2,4127,9,1
4643,True,2,547,12,1
4643,True,2,4639,2,1
4649,False,,,,
4651,True,2,4139,9,1
4651,True,2,4649,1,1
4651,True,2,4523,7,1
4651,True,2,4643,3,1
4673,True,2,4657,4,1
4673,True,2,577,12,1
4657,True,2,2609,11,1
4657,True,2,4649,3,1
4663,False,,,,
4679,True,2,4423,8,1
4679,True,2,4663,4,1
4691,False,,,,
4721,True,2,5,12,4
4721,True,2,4657,6,1
4721,True,2,3697,10,1
4723,True,2,4691,5,1
4723,True,2,4721,1,1
4723,True,2,4211,9,1
4703,True,2,4639,6,1
4703,True,2,4447,8,1
4703,True,2,607,12,1
4729,True,2,4217,9,1
4729,True,2,4721,3,1
4751,True,2,3727,10,1
4733,True,2,3709,10,1
4733,True,2,4729,2,1
4783,True,2,4271,9,1
4783,True,2,4751,5,1
4789,True,2,2741,11,1
4789,True,2,4787,1,1
4787,True,2,4723,6,1
4787,True,2,4783,2,1
4787,True,2,691,12,1
4759,True,2,4751,3,1
4759,True,2,2711,11,1
4793,True,2,3769,10,1
4793,True,2,4789,2,1
4793,True,2,4729,6,1
4799,True,2,4783,4,1
4801,True,2,4799,1,1
4801,True,2,4289,9,1
4801,True,2,2753,11,1
4801,True,2,4673,7,1
4801,True,2,4793,3,1
4813,False,,,,
4831,True,2,4703,7,1
4831,True,2,4799,5,1
4817,True,2,4561,8,1
4817,True,2,3793,10,1
4817,True,2,4813,2,1
4817,True,2,4801,4,1
4861,True,2,4733,7,1
4861,True,2,4349,9,1
4877,True,2,4621,8,1
4877,True,2,4861,4,1
4877,True,2,4813,6,1
4877,True,2,3853,10,1
4889,False,,,,
4871,True,2,3847,10,1
4919,True,2,4663,8,1
4919,True,2,4903,4,1
4919,True,2,823,12,1
4903,True,2,4391,9,1
4903,True,2,4871,5,1
4931,True,2,3907,10,1
4909,True,2,2861,11,1
4909,True,2,4877,5,1
4909,True,2,4397,9,1
4937,True,2,4933,2,1
4937,True,2,29,12,2
4933,True,2,4931,1,1
4933,True,2,4421,9,1
4943,True,2,3919,10,1
4951,True,2,4943,3,1
4951,True,2,2903,11,1
4951,True,2,4919,5,1
4957,True,2,2909,11,1
4967,True,2,4903,6,1
4967,True,2,4951,4,1
4967,True,2,3943,10,1
4969,True,2,4937,5,1
4969,True,2,4967,1,1
4969,True,2,4457,9,1
4973,True,2,877,12,1
4973,True,2,4969,2,1
4973,True,2,4909,6,1
4973,True,2,4957,4,1
4987,True,2,2939,11,1
4993,True,2,4481,9,1
4999,True,2,4871,7,1
4999,True,2,4967,5,1
5009,True,2,4993,4,1
5011,True,2,5009,1,1
5011,True,2,5003,3,1
5011,True,2,2963,11,1
5003,True,2,4999,2,1
5003,True,2,4987,4,1
5003,True,2,907,12,1
5023,True,2,5021,1,1
5021,True,2,4957,6,1
5039,True,2,4783,8,1
5039,True,2,5023,4,1
5051,True,2,4987,6,1
5051,True,2,4027,10,1
5059,True,2,4547,9,1
5059,True,2,4931,7,1
5059,True,2,3011,11,1
5059,True,2,5051,3,1
5077,False,,,,
5081,True,2,5077,2,1
5081,True,2,4057,10,1
5101,True,2,4973,7,1
5101,True,2,5099,1,1
5099,False,,,,
5087,True,2,5023,6,1
5087,True,2,991,12,1
5087,True,2,4831,8,1
5107,True,2,5099,3,1
5113,True,2,5081,5,1
5119,True,2,5087,5,1
5153,True,2,4129,10,1
5147,True,2,1051,12,1
5171,True,2,5167,2,1
5171,True,2,5107,6,1
5179,True,2,5171,3,1
5179,True,2,5051,7,1
5179,True,2,5147,5,1
5167,True,2,5039,7,1
5167,True,2,3119,11,1
5197,True,2,5189,3,1
5189,True,2,4933,8,1
5189,True,2,1093,12,1
5209,True,2,5081,7,1
5227,True,2,5099,7,1
5231,True,2,5227,2,1
5231,True,2,5167,6,1
5237,True,2,5233,2,1
5233,True,2,4721,9,1
5233,True,2,5231,1,1
5261,True,2,5197,6,1
5273,True,2,5209,6,1
5279,True,2,5023,8,1
5281,True,2,5279,1,1
5281,True,2,5273,3,1
5281,True,2,5153,7,1
5303,False,,,,
5309,True,2,1213,12,1
5297,True,2,4273,10,1
5297,True,2,5233,6,1
5297,True,2,71,8,2
5297,True,2,1201,12,1
5297,True,2,5281,4,1
5323,False,,,,
5347,True,2,3299,11,1
5333,True,2,1237,12,1
5333,True,2,73,2,2
5333,True,2,5077,8,1
5351,True,2,4327,10,1
5351,True,2,5347,2,1
5387,True,2,1291,12,1
5387,True,2,5323,6,1
5387,True,2,4363,10,1
5381,True,2,4357,10,1
5393,True,2,73,6,2
5393,True,2,1297,12,1
5399,True,2,1303,12,1
5407,True,2,5399,3,1
5407,True,2,3359,11,1
5407,True,2,5279,7,1
5413,True,2,5381,5,1
5431,True,2,4919,9,1
5431,True,2,5303,7,1
5431,True,2,5399,5,1
5417,True,2,5413,2,1
5417,True,2,1321,12,1
5419,True,2,5417,1,1
5419,True,2,3371,11,1
5419,True,2,5387,5,1
5437,True,2,3389,11,1
5437,True,2,5309,7,1
5441,True,2,5437,2,1
5443,True,2,5441,1,1
5443,True,2,4931,9,1
5471,True,2,4447,10,1
5471,True,2,5407,6,1
5449,True,2,5417,5,1
5449,True,2,4937,9,1
5449,True,2,5441,3,1
5479,True,2,4967,9,1
5479,True,2,5351,7,1
5479,True,2,5471,3,1
5479,True,2,5477,1,1
5477,True,2,5413,6,1
5477,True,2,1381,12,1
5483,True,2,5227,8,1
5483,True,2,5479,2,1
5483,True,2,5419,6,1
5503,True,2,5471,5,1
5503,True,2,5501,1,1
5501,True,2,5437,6,1
5507,True,2,5443,6,1
5507,True,2,5503,2,1
5507,True,2,4483,10,1
5519,True,2,1423,12,1
5519,True,2,5503,4,1
5521,True,2,5519,1,1
5521,True,2,5009,9,1
5521,True,2,5393,7,1
5527,True,2,5399,7,1
5527,True,2,5519,3,1
5531,True,2,5527,2,1
5531,True,2,4507,10,1
5557,False,,,,
5563,True,2,5051,9,1
5563,True,2,5531,5,1
5569,True,2,5441,7,1
5573,True,2,5569,2,1
5573,True,2,5557,4,1
5573,True,2,4549,10,1
5591,True,2,5527,6,1
5591,True,2,4567,10,1
5581,True,2,3533,11,1
5581,True,2,5573,3,1
5623,True,2,5591,5,1
5639,True,2,1543,12,1
5639,True,2,5623,4,1
5641,True,2,3593,11,1
5641,True,2,5639,1,1
5651,True,2,5647,2,1
5647,True,2,5519,7,1
5647,True,2,5639,3,1
5653,True,2,5651,1,1
5659,True,2,5531,7,1
5659,True,2,5651,3,1
5659,True,2,5657,1,1
5659,True,2,5147,9,1
5657,True,2,5641,4,1
5657,True,2,5653,2,1
5669,True,2,5653,4,1
5669,True,2,5413,8,1
5689,True,2,5657,5,1
5683,True,2,5651,5,1
5683,True,2,5171,9,1
5693,True,2,1597,12,1
5693,True,2,5689,2,1
5693,True,2,5437,8,1
5711,True,2,5647,6,1
5701,True,2,5669,5,1
5701,True,2,5693,3,1
5701,True,2,5189,9,1
5701,True,2,5573,7,1
5717,True,2,1621,12,1
5717,True,2,5701,4,1
5717,True,2,5653,6,1
5741,True,2,5737,2,1
5737,False,,,,
5749,True,2,3701,11,1
5749,True,2,5717,5,1
5749,True,2,5237,9,1
5749,True,2,5741,3,1
5743,True,2,5741,1,1
5743,True,2,5231,9,1
5743,True,2,5711,5,1
5779,True,2,5651,7,1
5791,True,2,5279,9,1
5791,True,2,5783,3,1
5801,True,2,5737,6,1
5783,True,2,5527,8,1
5783,True,2,4759,10,1
5783,True,2,5779,2,1
5807,True,2,4783,10,1
5807,True,2,5791,4,1
5807,True,2,5743,6,1
5813,True,2,5557,8,1
5813,True,2,5749,6,1
5813,True,2,4789,10,1
5827,True,2,3779,11,1
5821,True,2,5813,3,1
5821,True,2,5309,9,1
5821,True,2,5693,7,1
5839,True,2,5807,5,1
5839,True,2,5711,7,1
5843,True,2,1747,12,1
5843,True,2,5827,4,1
5843,True,2,5779,6,1
5843,True,2,5839,2,1
5857,True,2,5849,3,1
5849,True,2,1753,12,1
5851,True,2,5843,3,1
5851,True,2,3803,11,1
5851,True,2,5849,1,1
5867,True,2,5851,4,1
5861,True,2,5857,2,1
5869,True,2,3821,11,1
5869,True,2,5861,3,1
5869,True,2,5867,1,1
5869,True,2,5741,7,1
5881,True,2,3833,11,1
5881,True,2,5849,5,1
5881,True,2,5879,1,1
5879,True,2,5623,8,1
5879,True,2,1783,12,1
5897,True,2,5641,8,1
5897,True,2,5881,4,1
5897,True,2,1801,12,1
5923,False,,,,
5927,True,2,5923,2,1
5927,True,2,1831,12,1
5927,True,2,4903,10,1
5903,True,2,5647,8,1
5903,True,2,5839,6,1
5939,True,2,5683,8,1
5939,True,2,5923,4,1
5953,True,2,5441,9,1
5981,True,2,4957,10,1
6007,True,2,5879,7,1
5987,True,2,5923,6,1
6011,True,2,4987,10,1
6011,True,2,6007,2,1
6029,True,2,1933,12,1
6043,True,2,5531,9,1
6043,True,2,6011,5,1
6047,True,2,5023,10,1
6047,True,2,6043,2,1
6047,True,2,5791,8,1
6047,True,2,1951,12,1
6037,True,2,6029,3,1
6037,True,2,3989,11,1
6053,True,2,6037,4,1
6073,False,,,,
6067,True,2,5939,7,1
6067,True,2,4019,11,1
6089,True,2,1993,12,1
6089,True,2,6073,4,1
6079,True,2,6047,5,1
6091,True,2,6089,1,1
6113,True,2,5857,8,1
6113,True,2,2017,12,1
6101,True,2,5077,10,1
6101,True,2,6037,6,1
6121,True,2,4073,11,1
6121,True,2,6089,5,1
6121,True,2,6113,3,1
6131,True,2,6067,6,1
6131,True,2,5107,10,1
6133,True,2,6131,1,1
6133,True,2,6101,5,1
6143,True,2,6079,6,1
6143,True,2,5119,10,1
6151,True,2,5639,9,1
6151,True,2,6143,3,1
6163,True,2,5651,9,1
6163,True,2,6131,5,1
6173,False,,,,
6203,True,2,6199,2,1
6203,True,2,5179,10,1
6197,True,2,6133,6,1
6211,True,2,6203,3,1
6217,True,2,6089,7,1
6199,True,2,6197,1,1
6247,False,,,,
6221,True,2,6217,2,1
6221,True,2,5197,10,1
6229,True,2,6101,7,1
6229,True,2,6197,5,1
6229,True,2,6221,3,1
6229,True,2,5717,9,1
6257,True,2,2161,12,1
6257,True,2,5233,10,1
6257,True,2,79,4,2
6263,True,2,6007,8,1
6263,True,2,6247,4,1
6263,True,2,6199,6,1
6269,False,,,,
6277,True,2,6269,3,1
6277,True,2,4229,11,1
6271,True,2,6269,1,1
6271,True,2,6263,3,1
6271,True,2,6143,7,1
6287,True,2,6271,4,1
6299,True,2,6043,8,1
6299,True,2,2203,12,1
6311,True,2,6247,6,1
6301,True,2,4253,11,1
6301,True,2,6269,5,1
6301,True,2,6299,1,1
6301,True,2,6173,7,1
6317,True,2,6301,4,1
6317,True,2,2221,12,1
6329,True,2,6073,8,1
6323,True,2,6067,8,1
6337,True,2,4289,11,1
6337,True,2,6329,3,1
6343,True,2,6311,5,1
6367,True,2,6359,3,1
6353,True,2,6337,4,1
6353,True,2,73,10,2
6361,True,2,6359,1,1
6361,True,2,5849,9,1
6361,True,2,6329,5,1
6361,True,2,6353,3,1
6359,True,2,6343,4,1
6373,True,2,5861,9,1
6389,True,2,2293,12,1
6389,True,2,6373,4,1
6389,True,2,6133,8,1
6379,True,2,5867,9,1
6397,True,2,4349,11,1
6397,True,2,6389,3,1
6397,True,2,6269,7,1
6421,True,2,4373,11,1
6421,True,2,6389,5,1
6427,True,2,6299,7,1
6449,False,,,,
6451,True,2,6449,1,1
6451,True,2,6323,7,1
6451,True,2,5939,9,1
6473,True,2,6469,2,1
6473,True,2,5449,10,1
6473,True,2,2377,12,1
6473,True,2,6217,8,1
6469,True,2,4421,11,1
6491,True,2,6427,6,1
6481,True,2,6473,3,1
6481,True,2,6449,5,1
6481,True,2,6353,7,1
6521,False,,,,
6547,False,,,,
6529,True,2,4481,11,1
6529,True,2,6521,3,1
6551,True,2,5527,10,1
6551,True,2,6547,2,1
6553,True,2,6521,5,1
6553,True,2,6551,1,1
6563,True,2,3,1,8
6563,True,2,2467,12,1
6563,True,2,6547,4,1
6569,True,2,2473,12,1
6569,True,2,6553,4,1
6569,True,2,3,3,8
6581,True,2,5557,10,1
6581,True,2,6577,2,1
6571,True,2,6563,3,1
6571,True,2,6569,1,1
6571,True,2,4523,11,1
6599,True,2,6343,8,1
6599,True,2,2503,12,1
6577,True,2,6569,3,1
6577,True,2,6449,7,1
6577,True,2,3,4,8
6607,True,2,6599,3,1
6637,False,,,,
6653,True,2,6637,4,1
6653,True,2,6397,8,1
6653,True,2,2557,12,1
6619,True,2,6491,7,1
6659,False,,,,
6661,True,2,6659,1,1
6661,True,2,6653,3,1
6673,False,,,,
6689,True,2,6673,4,1
6689,True,2,2593,12,1
6689,True,2,3,7,8
6679,True,2,6551,7,1
6691,True,2,6689,1,1
6691,True,2,6563,7,1
6691,True,2,4643,11,1
6691,True,2,6659,5,1
6703,True,2,6701,1,1
6701,True,2,6637,6,1
6709,True,2,6197,9,1
6709,True,2,6581,7,1
6709,True,2,6701,3,1
6719,True,2,6703,4,1
6733,True,2,6701,5,1
6733,True,2,6221,9,1
6737,True,2,6673,6,1
6737,True,2,6733,2,1
6737,True,2,6481,8,1
6763,True,2,6761,1,1
6761,True,2,5737,10,1
6779,True,2,2683,12,1
6779,True,2,6763,4,1
6781,True,2,6779,1,1
6781,True,2,6269,9,1
6781,True,2,6653,7,1
6781,True,2,4733,11,1
6791,False,,,,
6793,True,2,6761,5,1
6793,True,2,6791,1,1
6803,True,2,6547,8,1
6803,True,2,2707,12,1
6803,True,2,5779,10,1
6823,True,2,6791,5,1
6823,True,2,6311,9,1
6827,True,2,2731,12,1
6827,True,2,6571,8,1
6827,True,2,6763,6,1
6827,True,2,6823,2,1
6829,True,2,6827,1,1
6829,True,2,6317,9,1
6829,True,2,6701,7,1
6833,True,2,6577,8,1
6833,True,2,6829,2,1
6863,True,2,6607,8,1
6863,True,2,19,2,3
6863,True,2,2767,12,1
6863,True,2,5839,10,1
6857,True,2,6841,4,1
6857,True,2,6793,6,1
6841,True,2,4793,11,1
6841,True,2,6329,9,1
6841,True,2,6833,3,1
6869,False,,,,
6871,True,2,6359,9,1
6871,True,2,6863,3,1
6871,True,2,6869,1,1
6883,False,,,,
6899,True,2,2803,12,1
6899,True,2,6883,4,1
6907,True,2,6779,7,1
6907,True,2,6899,3,1
6917,True,2,6661,8,1
6911,True,2,6907,2,1
6947,True,2,6691,8,1
6947,True,2,6883,6,1
6947,True,2,2851,12,1
6947,True,2,5923,10,1
6949,True,2,6917,5,1
6949,True,2,6947,1,1
6959,True,2,6703,8,1
6961,True,2,6959,1,1
6961,True,2,6449,9,1
6961,True,2,17,11,3
6961,True,2,6833,7,1
6967,True,2,6959,3,1
6967,True,2,4919,11,1
6977,True,2,6961,4,1
6977,True,2,5953,10,1
6983,True,2,6967,4,1
6983,True,2,2887,12,1
6971,True,2,6967,2,1
6971,True,2,6907,6,1
6997,True,2,6869,7,1
7001,True,2,6997,2,1
7013,True,2,6997,4,1
7013,True,2,6949,6,1
7013,True,2,2917,12,1
6991,True,2,6983,3,1
6991,True,2,6863,7,1
6991,True,2,4943,11,1
6991,True,2,6959,5,1
7019,True,2,6763,8,1
7027,True,2,7019,3,1
7027,True,2,6899,7,1
7039,True,2,6911,7,1
7043,True,2,7039,2,1
7043,True,2,7027,4,1
7057,True,2,5009,11,1
7069,True,2,5021,11,1
7079,True,2,6823,8,1
7109,False,,,,
7103,True,2,6079,10,1
7103,True,2,7039,6,1
7121,True,2,7057,6,1
7127,True,2,6871,8,1
7129,True,2,7127,1,1
7129,True,2,7001,7,1
7129,True,2,7121,3,1
7129,True,2,5081,11,1
7151,False,,,,
7159,True,2,7151,3,1
7159,True,2,7127,5,1
7187,True,2,6163,10,1
7177,False,,,,
7193,True,2,7177,4,1
7193,True,2,7129,6,1
7207,True,2,7079,7,1
7219,True,2,7211,3,1
7219,True,2,5171,11,1
7219,True,2,7187,5,1
7213,True,2,7211,1,1
7213,True,2,6701,9,1
7211,True,2,7207,2,1
7229,True,2,7213,4,1
7243,True,2,7211,5,1
7247,True,2,6991,8,1
7247,True,2,7243,2,1
7237,True,2,5189,11,1
7237,True,2,7109,7,1
7237,True,2,7229,3,1
7253,True,2,7237,4,1
7253,True,2,6229,10,1
7253,True,2,6997,8,1
7297,False,,,,
7307,True,2,7243,6,1
7283,True,2,7027,8,1
7283,True,2,7219,6,1
7283,True,2,3187,12,1
7309,True,2,5261,11,1
7309,True,2,7307,1,1
7321,True,2,7193,7,1
7321,True,2,5273,11,1
7349,True,2,7333,4,1
7349,True,2,3253,12,1
7331,False,,,,
7333,True,2,7331,1,1
7351,True,2,7349,1,1
7351,True,2,5303,11,1
7369,True,2,6857,9,1
7411,True,2,6899,9,1
7411,True,2,7283,7,1
7393,False,,,,
7433,True,2,7417,4,1
7433,True,2,7369,6,1
7433,True,2,7177,8,1
7417,False,,,,
7451,True,2,6427,10,1
7457,True,2,7393,6,1
7457,True,2,3361,12,1
7459,True,2,7331,7,1
7459,True,2,7451,3,1
7459,True,2,6947,9,1
7459,True,2,7457,1,1
7477,True,2,7349,7,1
7481,True,2,7417,6,1
7481,True,2,7477,2,1
7487,True,2,3391,12,1
7489,True,2,5441,11,1
7489,True,2,7481,3,1
7489,True,2,6977,9,1
7489,True,2,7457,5,1
7489,True,2,7487,1,1
7499,True,2,7243,8,1
7507,True,2,7499,3,1
7517,False,,,,
7523,True,2,7507,4,1
7523,True,2,7459,6,1
7529,True,2,3433,12,1
7537,True,2,7529,3,1
7541,True,2,7477,6,1
7541,True,2,7537,2,1
7547,False,,,,
7549,True,2,7541,3,1
7549,True,2,7547,1,1
7549,True,2,7517,5,1
7549,True,2,5501,11,1
7559,True,2,3463,12,1
7573,True,2,7541,5,1
7561,True,2,7433,7,1
7561,True,2,7529,5,1
7561,True,2,7559,1,1
7577,True,2,7321,8,1
7577,True,2,59,12,2
7577,True,2,7573,2,1
7577,True,2,6553,10,1
7577,True,2,7561,4,1
7583,False,,,,
7589,True,2,7573,4,1
7589,True,2,7333,8,1
7603,False,,,,
7591,True,2,7079,9,1
7591,True,2,7583,3,1
7591,True,2,7589,1,1
7591,True,2,7559,5,1
7607,True,2,7351,8,1
7607,True,2,7591,4,1
7607,True,2,3511,12,1
7607,True,2,7603,2,1
7621,True,2,5573,11,1
7621,True,2,7589,5,1
7621,True,2,7109,9,1
7639,True,2,7607,5,1
7639,True,2,5591,11,1
7639,True,2,7127,9,1
7649,True,2,7393,8,1
7669,True,2,7541,7,1
7643,True,2,7639,2,1
7643,True,2,3547,12,1
7643,True,2,6619,10,1
7681,True,2,7649,5,1
7681,True,2,7673,3,1
7673,True,2,7669,2,1
7673,True,2,7417,8,1
7687,True,2,7559,7,1
7687,True,2,5639,11,1
7691,True,2,7687,2,1
7717,True,2,7589,7,1
7717,True,2,5669,11,1
7699,True,2,7691,3,1
7699,True,2,5651,11,1
7699,True,2,7187,9,1
7703,True,2,6679,10,1
7703,True,2,7687,4,1
7703,True,2,3607,12,1
7703,True,2,7639,6,1
7703,True,2,7699,2,1
7723,True,2,7691,5,1
7723,True,2,7211,9,1
7727,True,2,7723,2,1
7727,True,2,6703,10,1
7727,True,2,3631,12,1
7741,True,2,5693,11,1
7741,True,2,7229,9,1
7753,False,,,,
7759,True,2,7757,1,1
7759,True,2,7247,9,1
7759,True,2,5711,11,1
7759,True,2,7727,5,1
7757,True,2,7753,2,1
7757,True,2,6733,10,1
7757,True,2,7741,4,1
7789,True,2,5741,11,1
7789,True,2,7757,5,1
7793,True,2,7537,8,1
7793,True,2,3697,12,1
7793,True,2,7789,2,1
7817,True,2,7753,6,1
7817,True,2,61,12,2
7817,True,2,6793,10,1
7817,True,2,7561,8,1
7823,True,2,7759,6,1
7823,True,2,3727,12,1
7829,True,2,3733,12,1
7829,True,2,7573,8,1
7841,False,,,,
7853,True,2,6829,10,1
7853,True,2,7789,6,1
7867,False,,,,
7873,True,2,7841,5,1
7879,True,2,7877,1,1
7877,True,2,7621,8,1
7877,True,2,7873,2,1
7883,True,2,7867,4,1
7883,True,2,19,10,3
7883,True,2,7879,2,1
7901,False,,,,
7907,True,2,6883,10,1
7919,True,2,3823,12,1
7933,True,2,7901,5,1
7927,True,2,7919,3,1
7927,True,2,5879,11,1
7937,True,2,7933,2,1
7937,True,2,7873,6,1
7937,True,2,7681,8,1
7937,True,2,89,4,2
7949,True,2,3853,12,1
7949,True,2,7933,4,1
7951,True,2,7823,7,1
7951,True,2,5903,11,1
7951,True,2,7919,5,1
7951,True,2,7949,1,1
7993,True,2,7481,9,1
7963,True,2,7451,9,1
8009,True,2,7993,4,1
8009,True,2,7753,8,1
8011,True,2,7499,9,1
8011,True,2,7883,7,1
8011,True,2,8009,1,1
8017,True,2,8009,3,1
8039,True,2,3943,12,1
8069,True,2,8053,4,1
8053,True,2,7541,9,1
8059,True,2,6011,11,1
8059,True,2,7547,9,1
8081,True,2,7057,10,1
8081,True,2,8017,6,1
8087,False,,,,
8093,True,2,8089,2,1
8093,True,2,7069,10,1
8089,True,2,8087,1,1
8089,True,2,7577,9,1
8089,True,2,8081,3,1
8101,True,2,6053,11,1
8101,True,2,7589,9,1
8101,True,2,8069,5,1
8101,True,2,8093,3,1
8117,True,2,8101,4,1
8117,True,2,8053,6,1
8117,True,2,4021,12,1
8111,False,,,,
8123,True,2,7867,8,1
8123,True,2,8059,6,1
8123,True,2,4027,12,1
8147,True,2,4051,12,1
8161,True,2,6113,11,1
8161,True,2,7649,9,1
8167,True,2,8039,7,1
8171,True,2,8167,2,1
8191,True,2,6143,11,1
8209,True,2,17,13,1
8209,True,2,8081,7,1
8221,True,2,8219,1,1
8221,True,2,29,13,1
8221,True,2,6173,11,1
8221,True,2,8093,7,1
8219,True,2,7963,8,1
8219,True,2,3,13,3
8179,True,2,8171,3,1
